cycle,nom_foyer,type_repas,nom_plat,cout,justification,magasin,salle_sport,achat,alertes
0,Foyer Vegan,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Vegan,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,petit_dejeuner,Lasary voatabia,5000.0,Achat requis (citron) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:35 > nutrition:27,SuperU Andraharo,,true,0
0,Foyer Defaut,dejeuner,Tsaramaso,8000.0,Achat requis (haricot) @ Epicerie Isotry | culture:35/35 > budget:35 > historique:34 > nutrition:26,Epicerie Isotry,,true,0
0,Foyer Defaut,diner,Kitoza grille,17000.0,Achat requis (boeuf_seche) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:33 > nutrition:25,SuperU Andraharo,,true,0
0,Foyer Defaut,petit_dejeuner,Cereales lait,4000.0,Achat requis (cereales,lait) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:32 > nutrition:24,SuperU Andraharo,,true,0
0,Foyer Defaut,dejeuner,Salade composee,7000.0,Achat requis (laitue,concombre) @ SuperU Andraharo | culture:35/35 > budget:31 > historique:28 > nutrition:20,SuperU Andraharo,,true,0
0,Foyer Defaut,diner,Riz legumes sautes,8000.0,Achat requis (carotte,haricot_vert) @ Shoprite Analakely | culture:35/35 > budget:16 > historique:12 > nutrition:8,Shoprite Analakely,,true,0
0,Foyer Defaut,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Defaut,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
0,Foyer Malbouffe,petit_dejeuner,Saosisy sy oeuf,5000.0,Achat requis (saucisse_porc) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:35 > nutrition:8,SuperU Andraharo,,true,1
0,Foyer Malbouffe,dejeuner,Nuggets poulet,5500.0,Achat requis (chapelure) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:34 > nutrition:7,SuperU Andraharo,,true,1
0,Foyer Malbouffe,diner,Chips et soda,2000.0,Achat requis (chips,soda) @ Shoprite Analakely | culture:35/35 > budget:35 > historique:33 > nutrition:6,Shoprite Analakely,,true,1
0,Foyer Malbouffe,petit_dejeuner,Frites mayo,3500.0,Achat requis (pomme_de_terre,mayonnaise) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:32 > nutrition:5,SuperU Andraharo,,true,1
0,Foyer Malbouffe,dejeuner,Pizza fromage,6000.0,Achat requis (farine,fromage) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:31 > nutrition:4,SuperU Andraharo,,true,1
0,Foyer Malbouffe,diner,Pain beurre confiture,2000.0,Achat requis (pain,beurre,confiture) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:30 > nutrition:3,SuperU Andraharo,,true,1
0,Foyer Malbouffe,petit_dejeuner,Hot dog,4500.0,Achat requis (pain,saucisse_porc,moutarde) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:29 > nutrition:2,SuperU Andraharo,,true,1
0,Foyer Malbouffe,dejeuner,Burger classic,7000.0,Achat requis (pain,boeuf,fromage,sauce) @ Shoprite Analakely | culture:35/35 > budget:35 > historique:28 > nutrition:1,Shoprite Analakely,,true,1
0,Foyer Malbouffe,diner,Lasary voatabia,2500.0,Achat requis (citron) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:27 > nutrition:27,SuperU Andraharo,,true,1
0,Foyer Malbouffe,petit_dejeuner,Tsaramaso,4000.0,Achat requis (haricot) @ Epicerie Isotry | culture:35/35 > budget:35 > historique:26 > nutrition:26,Epicerie Isotry,,true,1
0,Foyer Malbouffe,dejeuner,Kitoza grille,8500.0,Achat requis (boeuf_seche) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:25 > nutrition:25,SuperU Andraharo,,true,1
0,Foyer Malbouffe,diner,Cereales lait,2000.0,Achat requis (cereales,lait) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:24 > nutrition:24,SuperU Andraharo,,true,1
0,Foyer Malbouffe,petit_dejeuner,Salade composee,3500.0,Achat requis (laitue,concombre) @ SuperU Andraharo | culture:35/35 > budget:28 > historique:17 > nutrition:17,SuperU Andraharo,,true,1
0,Foyer Malbouffe,dejeuner,Riz legumes sautes,4000.0,Achat requis (carotte,haricot_vert) @ Shoprite Analakely | culture:35/35 > budget:14 > historique:7 > nutrition:7,Shoprite Analakely,,true,1
0,Foyer Malbouffe,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,1
0,Foyer Malbouffe,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,1
0,Foyer Malbouffe,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,1
0,Foyer Malbouffe,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,1
0,Foyer Malbouffe,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,1
0,Foyer Malbouffe,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,1
0,Foyer Malbouffe,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance | ALERTE nutrition + salle: Dojo Mahamasina (chemin=20.801194887159518),,Dojo Mahamasina (chemin=20.801194887159518),false,1
1,Foyer Malgache,petit_dejeuner,Tsaramaso,20000.0,Achat requis (haricot,tomate) @ Shoprite Analakely | culture:35/35 > budget:25 > historique:22 > nutrition:14,Shoprite Analakely,,true,0
1,Foyer Malgache,dejeuner,Kabaka,10000.0,Achat requis (mais,sucre,lait) @ Epicerie Isotry | culture:35/35 > budget:9 > historique:6 > nutrition:4,Epicerie Isotry,,true,0
1,Foyer Malgache,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
1,Foyer Europeen,petit_dejeuner,Cereales lait,2000.0,Achat requis (cereales,lait) @ SuperU Andraharo | culture:32/35 > budget:32 > historique:29 > nutrition:21,SuperU Andraharo,,true,0
1,Foyer Europeen,dejeuner,Salade composee,3500.0,Achat requis (laitue,concombre) @ SuperU Andraharo | culture:32/35 > budget:32 > historique:28 > nutrition:20,SuperU Andraharo,,true,0
1,Foyer Europeen,diner,Riz legumes sautes,4000.0,Achat requis (carotte,haricot_vert) @ Shoprite Analakely | culture:32/35 > budget:32 > historique:27 > nutrition:19,Shoprite Analakely,,true,0
1,Foyer Sans Porc,petit_dejeuner,Tsaramaso,12000.0,Achat requis (haricot,tomate) @ Epicerie Isotry | culture:30/35 > budget:30 > historique:27 > nutrition:21,Epicerie Isotry,,true,0
1,Foyer Sans Porc,dejeuner,Riz legumes sautes,12000.0,Achat requis (carotte,haricot_vert) @ Shoprite Analakely | culture:30/35 > budget:30 > historique:26 > nutrition:20,Shoprite Analakely,,true,0
1,Foyer Sans Porc,diner,Ravitoto aux champignons,16500.0,Achat requis (feuilles_manioc,champignon) @ Epicerie Isotry | culture:30/35 > budget:28 > historique:23 > nutrition:17,Epicerie Isotry,,true,0
1,Foyer Vegan,petit_dejeuner,Smoothie vert,6000.0,Achat requis (epinard) @ Epicerie Isotry | culture:11/35 > budget:11 > historique:8 > nutrition:7,Epicerie Isotry,,true,0
1,Foyer Vegan,dejeuner,Riz legumes sautes,8000.0,Achat requis (haricot_vert) @ Epicerie Isotry | culture:11/35 > budget:11 > historique:7 > nutrition:6,Epicerie Isotry,,true,0
1,Foyer Vegan,diner,Soupe de legumes,6000.0,Achat requis (poireau,pomme_de_terre) @ Epicerie Isotry | culture:11/35 > budget:11 > historique:6 > nutrition:5,Epicerie Isotry,,true,0
1,Foyer Defaut,petit_dejeuner,Cereales lait,4000.0,Achat requis (cereales,lait) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:32 > nutrition:24,SuperU Andraharo,,true,0
1,Foyer Defaut,dejeuner,Salade composee,7000.0,Achat requis (laitue,concombre) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:31 > nutrition:23,SuperU Andraharo,,true,0
1,Foyer Defaut,diner,Riz legumes sautes,8000.0,Achat requis (carotte,haricot_vert) @ Shoprite Analakely | culture:35/35 > budget:35 > historique:30 > nutrition:22,Shoprite Analakely,,true,0
1,Foyer Malbouffe,petit_dejeuner,Frites mayo,3500.0,Achat requis (pomme_de_terre,mayonnaise) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:32 > nutrition:5,SuperU Andraharo,,true,0
1,Foyer Malbouffe,dejeuner,Pizza fromage,6000.0,Achat requis (farine,fromage) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:31 > nutrition:4,SuperU Andraharo,,true,0
1,Foyer Malbouffe,diner,Pain beurre confiture,2000.0,Achat requis (pain,beurre,confiture) @ SuperU Andraharo | culture:35/35 > budget:35 > historique:30 > nutrition:3,SuperU Andraharo,,true,0
1,Foyer Malgache,petit_dejeuner,Tsaramaso,20000.0,Achat requis (haricot,tomate) @ Shoprite Analakely | culture:35/35 > budget:25 > historique:22 > nutrition:14,Shoprite Analakely,,true,0
1,Foyer Malgache,dejeuner,Kabaka,10000.0,Achat requis (mais,sucre,lait) @ Epicerie Isotry | culture:35/35 > budget:9 > historique:6 > nutrition:4,Epicerie Isotry,,true,0
1,Foyer Malgache,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
1,Foyer Malgache,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
1,Foyer Malgache,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
1,Foyer Malgache,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
1,Foyer Malgache,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
1,Foyer Malgache,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
1,Foyer Malgache,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
1,Foyer Malgache,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
1,Foyer Malgache,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
1,Foyer Malgache,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
1,Foyer Malgache,petit_dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
1,Foyer Malgache,dejeuner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
1,Foyer Malgache,diner,ECHEC_ARBITRAGE,0.0,Budget insuffisant meme avec tolerance,,,false,0
