cycle;nom_foyer;type;plat_ou_resume;cout;detail;magasin;salle;achat;alertes
140;Foyer Etudiant;resume;Salade de riz;20000.0;stock=17;Shoprite Analakely;;true;0
140;Foyer Sportif;resume;Mofo gasy;55000.0;stock=17;Epicerie Isotry;;true;0
160;Foyer Malgache;resume;Hen'omby ritra;35000.0;stock=20;Shoprite Analakely;;true;0
160;Foyer Europeen;resume;Koba;9916.271704044135;stock=24;Shoprite Analakely;;true;0
160;Foyer Sans Porc;resume;Yaourt fruits;50000.0;stock=28;Epicerie Isotry;;true;0
160;Foyer Vegan;resume;Salade composee;30000.0;stock=32;SuperU Andraharo;;true;0
160;Foyer Defaut;resume;Riz legumes sautes;50000.0;stock=16;Shoprite Analakely;;true;0
160;Foyer Malbouffe;resume;Saosisy sy oeuf;52928.75233275052;stock=32;Shoprite Analakely;Fitness Park Antaninarenina (d=1068);true;7
160;Foyer Etudiant;resume;Yaourt fruits;20000.0;stock=30;SuperU Andraharo;;true;0
160;Foyer Sportif;resume;Cereales lait;55000.0;stock=14;SuperU Andraharo;;true;0
180;Foyer Malgache;resume;Koba;35000.0;stock=24;Shoprite Analakely;;true;0
180;Foyer Europeen;resume;Haricots rouges riz;21680.80523120499;stock=19;Shoprite Analakely;;true;0
180;Foyer Sans Porc;resume;Kabaka;50000.0;stock=20;Shoprite Analakely;;true;0
180;Foyer Vegan;resume;Koba;30000.0;stock=22;Epicerie Isotry;;true;0
180;Foyer Defaut;resume;Mofo gasy;50000.0;stock=24;Shoprite Analakely;;true;0
180;Foyer Malbouffe;resume;Nuggets poulet;53159.08189868776;stock=32;Shoprite Analakely;;true;7
180;Foyer Etudiant;resume;Kabaka;20000.0;stock=29;Shoprite Analakely;;true;0
180;Foyer Sportif;resume;Trondro sy voanio;55000.0;stock=22;SuperU Andraharo;;true;0
200;Foyer Malgache;resume;Ravitoto aux champignons;35000.0;stock=32;Epicerie Isotry;;true;0
200;Foyer Europeen;resume;Ravitoto aux champignons;26192.47184728446;stock=23;Epicerie Isotry;;true;0
200;Foyer Sans Porc;resume;Bouillon de zebu;50000.0;stock=36;Shoprite Analakely;;true;0
200;Foyer Vegan;resume;Tofu saute;30000.0;stock=14;SuperU Andraharo;;true;0
200;Foyer Defaut;resume;Cereales lait;50000.0;stock=22;Shoprite Analakely;;true;0
200;Foyer Malbouffe;resume;Nuggets poulet;53162.36519610417;stock=24;SuperU Andraharo;Fitness Park Antaninarenina (d=1068);true;8
200;Foyer Etudiant;resume;Poulet grille legumes;20000.0;stock=21;SuperU Andraharo;;true;0
200;Foyer Sportif;resume;Cereales lait;55000.0;stock=27;Shoprite Analakely;;true;0
220;Foyer Malgache;resume;Yaourt fruits;35000.0;stock=25;Epicerie Isotry;;true;0
220;Foyer Europeen;resume;Ravitoto aux champignons;27198.48889254569;stock=19;Shoprite Analakely;;true;0
220;Foyer Sans Porc;resume;Hen'omby ritra;50000.0;stock=17;Epicerie Isotry;;true;0
220;Foyer Vegan;resume;Tofu saute;30000.0;stock=15;Shoprite Analakely;;true;0
220;Foyer Defaut;resume;Kabaka;50000.0;stock=19;Shoprite Analakely;;true;0
220;Foyer Malbouffe;resume;Saosisy sy oeuf;53784.16825356702;stock=32;Shoprite Analakely;Fitness Park Antaninarenina (d=1068);true;9
220;Foyer Etudiant;resume;Koba;20000.0;stock=34;Shoprite Analakely;;true;0
220;Foyer Sportif;resume;Salade composee;55000.0;stock=26;SuperU Andraharo;;true;0
240;Foyer Malgache;resume;Haricots rouges riz;35000.0;stock=23;Shoprite Analakely;;true;0
240;Foyer Europeen;resume;Voanjobory;26368.865001093174;stock=20;Shoprite Analakely;;true;0
240;Foyer Sans Porc;resume;Pasta pesto;50000.0;stock=25;Shoprite Analakely;;true;0
240;Foyer Vegan;resume;Soupe de legumes;30000.0;stock=22;Epicerie Isotry;;true;0
240;Foyer Defaut;resume;Vary sosoa;50000.0;stock=24;Shoprite Analakely;;true;0
240;Foyer Malbouffe;resume;Lasary voatabia;53215.29964502381;stock=21;Epicerie Isotry;Fitness Park Antaninarenina (d=1068);true;10
240;Foyer Etudiant;resume;Ravitoto;20000.0;stock=35;Epicerie Isotry;;true;0
240;Foyer Sportif;resume;Cereales lait;55000.0;stock=33;SuperU Andraharo;;true;0
260;Foyer Malgache;resume;Cereales lait;35000.0;stock=20;Shoprite Analakely;;true;0
260;Foyer Europeen;resume;Hen'omby ritra;16498.667029213153;stock=17;Shoprite Analakely;;true;0
260;Foyer Sans Porc;resume;Cereales lait;50000.0;stock=17;Epicerie Isotry;;true;0
260;Foyer Vegan;resume;Mofo gasy;30000.0;stock=23;Epicerie Isotry;;true;0
260;Foyer Defaut;resume;Ravitoto aux champignons;50000.0;stock=4;Shoprite Analakely;;true;0
260;Foyer Malbouffe;resume;Pizza fromage;54337.604164944845;stock=21;Shoprite Analakely;Fitness Park Antaninarenina (d=1068);true;11
260;Foyer Etudiant;resume;Koba;20000.0;stock=20;Shoprite Analakely;;true;0
260;Foyer Sportif;resume;Akoho sy voanio;55000.0;stock=31;Shoprite Analakely;;true;0
280;Foyer Malgache;resume;Mofo gasy;35000.0;stock=24;Shoprite Analakely;;true;0
280;Foyer Europeen;resume;Kitoza grille;35861.01543483425;stock=17;Shoprite Analakely;;true;0
280;Foyer Sans Porc;resume;Ravitoto aux champignons;50000.0;stock=20;Epicerie Isotry;;true;0
280;Foyer Vegan;resume;Lasary voatabia;30000.0;stock=12;Epicerie Isotry;;true;0
280;Foyer Defaut;resume;Vary sosoa;50000.0;stock=18;Shoprite Analakely;;true;0
280;Foyer Malbouffe;resume;Chips et soda;54041.22782732458;stock=26;Shoprite Analakely;Fitness Park Antaninarenina (d=1068);true;12
280;Foyer Etudiant;resume;Brochettes zebu;20000.0;stock=28;Shoprite Analakely;;true;0
280;Foyer Sportif;resume;Tsaramaso;55000.0;stock=24;Epicerie Isotry;;true;0
300;Foyer Malgache;resume;Anana sy voatavo;35000.0;stock=31;Shoprite Analakely;;true;0
300;Foyer Europeen;resume;Ravitoto;33733.83121158025;stock=23;Epicerie Isotry;;true;0
300;Foyer Sans Porc;resume;Soupe de legumes;50000.0;stock=9;Shoprite Analakely;;true;0
300;Foyer Vegan;resume;Ravitoto aux champignons;30000.0;stock=14;Epicerie Isotry;;true;0
300;Foyer Defaut;resume;Akoho ritra;50000.0;stock=26;Shoprite Analakely;;true;0
300;Foyer Malbouffe;resume;Haricots rouges riz;54909.826529037;stock=25;Epicerie Isotry;Fitness Park Antaninarenina (d=1068);true;13
300;Foyer Etudiant;resume;Kitoza grille;20000.0;stock=13;Shoprite Analakely;;true;0
300;Foyer Sportif;resume;Tsaramaso;55000.0;stock=16;Epicerie Isotry;;true;0
320;Foyer Malgache;resume;Brochettes zebu;35000.0;stock=29;Shoprite Analakely;;true;0
320;Foyer Europeen;resume;Poulet curry;44840.15185019229;stock=20;Shoprite Analakely;;true;0
320;Foyer Sans Porc;resume;Pasta pesto;50000.0;stock=18;Shoprite Analakely;;true;0
320;Foyer Vegan;resume;Lasary voatabia;30000.0;stock=28;Epicerie Isotry;;true;0
320;Foyer Defaut;resume;Lasary voatabia;50000.0;stock=20;Shoprite Analakely;;true;0
320;Foyer Malbouffe;resume;Hot dog;54885.433066522324;stock=21;SuperU Andraharo;;true;13
320;Foyer Etudiant;resume;Pasta pesto;20000.0;stock=22;Shoprite Analakely;;true;0
320;Foyer Sportif;resume;Vary amin anana;55000.0;stock=20;Epicerie Isotry;;true;0
340;Foyer Malgache;resume;Mofo gasy;35000.0;stock=23;Shoprite Analakely;;true;0
340;Foyer Europeen;resume;Tsaramaso;26865.922723673197;stock=24;Shoprite Analakely;;true;0
340;Foyer Sans Porc;resume;Ravitoto aux champignons;50000.0;stock=22;Epicerie Isotry;;true;0
340;Foyer Vegan;resume;Tofu saute;30000.0;stock=29;SuperU Andraharo;;true;0
340;Foyer Defaut;resume;Mofo gasy;50000.0;stock=9;Shoprite Analakely;;true;0
340;Foyer Malbouffe;resume;Pain beurre confiture;53629.417121300474;stock=25;Shoprite Analakely;Fitness Park Antaninarenina (d=1068);true;14
340;Foyer Etudiant;resume;Ravitoto;20000.0;stock=15;Shoprite Analakely;;true;0
340;Foyer Sportif;resume;Romazava;55000.0;stock=27;Epicerie Isotry;;true;0
360;Foyer Malgache;resume;Salade de fruits;35000.0;stock=23;Shoprite Analakely;;true;0
360;Foyer Europeen;resume;Haricots rouges riz;26572.32008291481;stock=28;Shoprite Analakely;;true;0
360;Foyer Sans Porc;resume;Cereales lait;50000.0;stock=13;Epicerie Isotry;;true;0
360;Foyer Vegan;resume;Tofu saute;30000.0;stock=14;SuperU Andraharo;;true;0
360;Foyer Defaut;resume;Haricots rouges riz;50000.0;stock=16;Shoprite Analakely;;true;0
360;Foyer Malbouffe;resume;Hot dog;52996.940671632154;stock=23;Shoprite Analakely;Fitness Park Antaninarenina (d=1068);true;15
360;Foyer Etudiant;resume;Cereales lait;20000.0;stock=11;Shoprite Analakely;;true;0
360;Foyer Sportif;resume;Mofo gasy;55000.0;stock=36;Epicerie Isotry;;true;0
380;Foyer Malgache;resume;Vary amin anana;35000.0;stock=21;Epicerie Isotry;;true;0
380;Foyer Europeen;resume;Lasary voatabia;33748.58112294763;stock=27;Shoprite Analakely;;true;0
380;Foyer Sans Porc;resume;Trondro sy voanio;50000.0;stock=16;Shoprite Analakely;;true;0
380;Foyer Vegan;resume;Haricots rouges riz;30000.0;stock=23;Epicerie Isotry;;true;0
380;Foyer Defaut;resume;Henakisoa sy voatavo;50000.0;stock=18;Shoprite Analakely;;true;0
380;Foyer Malbouffe;resume;Chips et soda;51777.385377966115;stock=28;Shoprite Analakely;Fitness Park Antaninarenina (d=1068);true;16
380;Foyer Etudiant;resume;Henakisoa sy voatavo;20000.0;stock=11;Shoprite Analakely;;true;0
380;Foyer Sportif;resume;Salade de fruits;55000.0;stock=25;Epicerie Isotry;;true;0
400;Foyer Malgache;resume;Akoho sy voanio;35000.0;stock=28;Shoprite Analakely;;true;0
400;Foyer Europeen;resume;Voanjobory;34587.161132237394;stock=12;Shoprite Analakely;;true;0
400;Foyer Sans Porc;resume;Tofu saute;50000.0;stock=29;SuperU Andraharo;;true;0
400;Foyer Vegan;resume;Salade composee;30000.0;stock=32;SuperU Andraharo;;true;0
400;Foyer Defaut;resume;Brochettes zebu;50000.0;stock=16;Shoprite Analakely;;true;0
400;Foyer Malbouffe;resume;Chips et soda;51740.06835188985;stock=20;Shoprite Analakely;Fitness Park Antaninarenina (d=1068);true;17
400;Foyer Etudiant;resume;Tsaramaso;20000.0;stock=22;Shoprite Analakely;;true;0
400;Foyer Sportif;resume;Anana sy voatavo;55000.0;stock=14;Shoprite Analakely;;true;0
420;Foyer Malgache;resume;Trondro sy voanio;35000.0;stock=37;Shoprite Analakely;;true;0
420;Foyer Europeen;resume;Yaourt fruits;42637.364189196596;stock=5;Epicerie Isotry;;true;0
420;Foyer Sans Porc;resume;Riz legumes sautes;50000.0;stock=10;Epicerie Isotry;;true;0
420;Foyer Vegan;resume;Mofo gasy;30000.0;stock=23;Epicerie Isotry;;true;0
420;Foyer Defaut;resume;Smoothie vert;50000.0;stock=31;Epicerie Isotry;;true;0
420;Foyer Malbouffe;resume;Saosisy sy oeuf;54792.49512905326;stock=21;Shoprite Analakely;Fitness Park Antaninarenina (d=1068);true;18
420;Foyer Etudiant;resume;Poulet curry;20000.0;stock=21;Shoprite Analakely;;true;0
420;Foyer Sportif;resume;Akoho sy voanio;55000.0;stock=27;Shoprite Analakely;;true;0
440;Foyer Malgache;resume;Akoho ritra;35000.0;stock=19;Shoprite Analakely;;true;0
440;Foyer Europeen;resume;Ravitoto;35762.555640531275;stock=30;Epicerie Isotry;;true;0
440;Foyer Sans Porc;resume;Koba;50000.0;stock=28;Shoprite Analakely;;true;0
440;Foyer Vegan;resume;Tofu saute;30000.0;stock=12;Shoprite Analakely;;true;0
440;Foyer Defaut;resume;Soupe de legumes;50000.0;stock=27;Shoprite Analakely;;true;0
440;Foyer Malbouffe;resume;Chips et soda;54571.217588503256;stock=17;Shoprite Analakely;Fitness Park Antaninarenina (d=1068);true;19
440;Foyer Etudiant;resume;Brochettes zebu;20000.0;stock=22;Shoprite Analakely;;true;0
440;Foyer Sportif;resume;Poulet grille legumes;55000.0;stock=26;SuperU Andraharo;;true;0
460;Foyer Malgache;resume;Kabaka;35000.0;stock=16;Shoprite Analakely;;true;0
460;Foyer Europeen;resume;Kabaka;27562.633384814508;stock=15;Shoprite Analakely;;true;0
460;Foyer Sans Porc;resume;Kitoza grille;50000.0;stock=23;Shoprite Analakely;;true;0
460;Foyer Vegan;resume;Salade composee;30000.0;stock=13;SuperU Andraharo;;true;0
460;Foyer Defaut;resume;Cereales lait;50000.0;stock=18;Shoprite Analakely;;true;0
460;Foyer Malbouffe;resume;Haricots rouges riz;55437.84550359427;stock=23;Epicerie Isotry;Fitness Park Antaninarenina (d=1068);true;20
460;Foyer Etudiant;resume;Soupe de legumes;20000.0;stock=26;Shoprite Analakely;;true;0
460;Foyer Sportif;resume;Smoothie vert;55000.0;stock=15;Shoprite Analakely;;true;0
480;Foyer Malgache;resume;Koba;35000.0;stock=18;Shoprite Analakely;;true;0
480;Foyer Europeen;resume;Kitoza grille;50760.310275187;stock=8;Shoprite Analakely;;true;0
480;Foyer Sans Porc;resume;Cereales lait;50000.0;stock=19;Epicerie Isotry;;true;0
480;Foyer Vegan;resume;Tofu saute;30000.0;stock=28;SuperU Andraharo;;true;0
480;Foyer Defaut;resume;Vary sosoa;50000.0;stock=22;Shoprite Analakely;;true;0
480;Foyer Malbouffe;resume;Salade de fruits;54456.494965596525;stock=28;Epicerie Isotry;Fitness Park Antaninarenina (d=1068);true;21
480;Foyer Etudiant;resume;Yaourt fruits;20000.0;stock=27;SuperU Andraharo;;true;0
480;Foyer Sportif;resume;Akoho sy voanio;55000.0;stock=18;Shoprite Analakely;;true;0
500;Foyer Malgache;resume;Akoho sy voanio;35000.0;stock=11;Shoprite Analakely;;true;0
500;Foyer Europeen;resume;Ravitoto;50110.94111662779;stock=9;Shoprite Analakely;;true;0
500;Foyer Sans Porc;resume;Trondro sy voanio;50000.0;stock=15;Shoprite Analakely;;true;0
500;Foyer Vegan;resume;Salade composee;30000.0;stock=29;SuperU Andraharo;;true;0
500;Foyer Defaut;resume;Mofo gasy;50000.0;stock=29;Shoprite Analakely;;true;0
500;Foyer Malbouffe;resume;Hot dog;54111.775540797345;stock=33;Shoprite Analakely;Fitness Park Antaninarenina (d=1068);true;22
500;Foyer Etudiant;resume;Kabaka;20000.0;stock=19;Shoprite Analakely;;true;0
500;Foyer Sportif;resume;Koba;55000.0;stock=34;Shoprite Analakely;;true;0
520;Foyer Malgache;resume;Yaourt fruits;35000.0;stock=24;Epicerie Isotry;;true;0
520;Foyer Europeen;resume;Tofu saute;53176.36547938306;stock=22;SuperU Andraharo;;true;0
520;Foyer Sans Porc;resume;Akoho sy voanio;50000.0;stock=14;Shoprite Analakely;;true;0
520;Foyer Vegan;resume;Tofu saute;30000.0;stock=14;Shoprite Analakely;;true;0
520;Foyer Defaut;resume;Lasary voatabia;50000.0;stock=37;Shoprite Analakely;;true;0
520;Foyer Malbouffe;resume;Saosisy sy oeuf;56925.71214569078;stock=29;SuperU Andraharo;Fitness Park Antaninarenina (d=1068);true;23
520;Foyer Etudiant;resume;Henakisoa sy voatavo;20000.0;stock=20;Shoprite Analakely;;true;0
520;Foyer Sportif;resume;Anana sy voatavo;55000.0;stock=38;Shoprite Analakely;;true;0
540;Foyer Malgache;resume;Kabaka;35000.0;stock=35;Shoprite Analakely;;true;0
540;Foyer Europeen;resume;Mine sao;58266.93861792446;stock=41;Shoprite Analakely;;true;0
540;Foyer Sans Porc;resume;Vary sosoa;50000.0;stock=13;Epicerie Isotry;;true;0
540;Foyer Vegan;resume;Tsaramaso;30000.0;stock=13;Epicerie Isotry;;true;0
540;Foyer Defaut;resume;Cereales lait;50000.0;stock=21;Shoprite Analakely;;true;0
540;Foyer Malbouffe;resume;Salade de fruits;55339.240732689505;stock=22;Epicerie Isotry;Fitness Park Antaninarenina (d=1068);true;24
540;Foyer Etudiant;resume;Lasary voatabia;20000.0;stock=17;Shoprite Analakely;;true;0
540;Foyer Sportif;resume;Poulet curry;55000.0;stock=25;Shoprite Analakely;;true;0
560;Foyer Malgache;resume;Tsaramaso;35000.0;stock=25;Shoprite Analakely;;true;0
560;Foyer Europeen;resume;Soupe de legumes;68752.13910618842;stock=26;Shoprite Analakely;;true;0
560;Foyer Sans Porc;resume;Salade de riz;50000.0;stock=23;Shoprite Analakely;;true;0
560;Foyer Vegan;resume;Salade composee;30000.0;stock=25;SuperU Andraharo;;true;0
560;Foyer Defaut;resume;Kitoza grille;50000.0;stock=13;Shoprite Analakely;;true;0
560;Foyer Malbouffe;resume;Chips et soda;50115.72225432058;stock=16;Shoprite Analakely;Fitness Park Antaninarenina (d=1068);true;25
560;Foyer Etudiant;resume;Cereales lait;20000.0;stock=22;Shoprite Analakely;;true;0
560;Foyer Sportif;resume;Poulet grille legumes;55000.0;stock=18;SuperU Andraharo;;true;0
580;Foyer Malgache;resume;Salade de fruits;35000.0;stock=16;Shoprite Analakely;;true;0
580;Foyer Europeen;resume;Smoothie vert;61571.924303726395;stock=9;Shoprite Analakely;;true;0
580;Foyer Sans Porc;resume;Haricots rouges riz;50000.0;stock=24;Epicerie Isotry;;true;0
580;Foyer Vegan;resume;Tsaramaso;30000.0;stock=33;Epicerie Isotry;;true;0
580;Foyer Defaut;resume;Anana sy voatavo;50000.0;stock=24;Shoprite Analakely;;true;0
580;Foyer Malbouffe;resume;Sandwich thon;50624.6665731679;stock=19;Shoprite Analakely;Fitness Park Antaninarenina (d=1068);true;26
580;Foyer Etudiant;resume;Mofo gasy;20000.0;stock=28;Shoprite Analakely;;true;0
580;Foyer Sportif;resume;Mofo gasy;55000.0;stock=26;Epicerie Isotry;;true;0
